Nota: 4346
Data: 1937-08-10
Cliente: Jesus Sales Ltda.
CPF: 71227268837
Endereco: Esta��o Sales, 45
Cidade: Pinto
Estado: RR
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='neque', quantidade=6, valorUnitario=76.19, proximo=null}
 ItemNotaFiscal{itemNumero='13', descricao='qui', quantidade=6, valorUnitario=21.14, proximo=null}
 ItemNotaFiscal{itemNumero='14', descricao='dolorum', quantidade=3, valorUnitario=29.43, proximo=null}
 ItemNotaFiscal{itemNumero='15', descricao='sapiente', quantidade=5, valorUnitario=89.85, proximo=null}
 ItemNotaFiscal{itemNumero='16', descricao='ipsum', quantidade=4, valorUnitario=61.61, proximo=null}
 ItemNotaFiscal{itemNumero='17', descricao='ex', quantidade=3, valorUnitario=11.15, proximo=null}
 ItemNotaFiscal{itemNumero='18', descricao='laudantium', quantidade=1, valorUnitario=89.89, proximo=null}
 ItemNotaFiscal{itemNumero='19', descricao='neque', quantidade=5, valorUnitario=93.62, proximo=null}
 ItemNotaFiscal{itemNumero='20', descricao='dicta', quantidade=3, valorUnitario=95.31, proximo=null}
 ItemNotaFiscal{itemNumero='21', descricao='quisquam', quantidade=2, valorUnitario=85.63, proximo=null}
 ItemNotaFiscal{itemNumero='22', descricao='aut', quantidade=8, valorUnitario=65.59, proximo=null}
 ItemNotaFiscal{itemNumero='23', descricao='consequatur', quantidade=6, valorUnitario=64.55, proximo=null}
 ItemNotaFiscal{itemNumero='24', descricao='qui', quantidade=10, valorUnitario=14.02, proximo=null}
 ItemNotaFiscal{itemNumero='25', descricao='eum', quantidade=2, valorUnitario=90.7, proximo=null}
 ItemNotaFiscal{itemNumero='26', descricao='temporibus', quantidade=2, valorUnitario=60.38, proximo=null}
 ItemNotaFiscal{itemNumero='27', descricao='impedit', quantidade=1, valorUnitario=41.03, proximo=null}


Nota: 3715
Data: 1935-09-06
Cliente: Castro Cunha S/A
CPF: 34085493873
Endereco: Jardim de Rocha, 7
Cidade: Pereira
Estado: PI
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='cum', quantidade=4, valorUnitario=62.61, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='delectus', quantidade=8, valorUnitario=33.73, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='eos', quantidade=4, valorUnitario=18.3, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='perferendis', quantidade=5, valorUnitario=64.53, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='dignissimos', quantidade=8, valorUnitario=56.34, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='accusantium', quantidade=1, valorUnitario=34.94, proximo=null}
 ItemNotaFiscal{itemNumero='7', descricao='suscipit', quantidade=6, valorUnitario=65.22, proximo=null}
 ItemNotaFiscal{itemNumero='8', descricao='exercitationem', quantidade=2, valorUnitario=62.65, proximo=null}
 ItemNotaFiscal{itemNumero='9', descricao='explicabo', quantidade=1, valorUnitario=24.06, proximo=null}
 ItemNotaFiscal{itemNumero='10', descricao='necessitatibus', quantidade=8, valorUnitario=21.35, proximo=null}
 ItemNotaFiscal{itemNumero='11', descricao='quibusdam', quantidade=5, valorUnitario=77.63, proximo=null}
 ItemNotaFiscal{itemNumero='12', descricao='illum', quantidade=7, valorUnitario=76.25, proximo=null}
 ItemNotaFiscal{itemNumero='13', descricao='architecto', quantidade=10, valorUnitario=55.15, proximo=null}
 ItemNotaFiscal{itemNumero='14', descricao='magni', quantidade=6, valorUnitario=97.52, proximo=null}
 ItemNotaFiscal{itemNumero='15', descricao='incidunt', quantidade=1, valorUnitario=43.95, proximo=null}
 ItemNotaFiscal{itemNumero='16', descricao='exercitationem', quantidade=4, valorUnitario=14.01, proximo=null}
 ItemNotaFiscal{itemNumero='17', descricao='ex', quantidade=6, valorUnitario=94.4, proximo=null}
 ItemNotaFiscal{itemNumero='18', descricao='saepe', quantidade=5, valorUnitario=62.09, proximo=null}
 ItemNotaFiscal{itemNumero='19', descricao='incidunt', quantidade=4, valorUnitario=92.13, proximo=null}
 ItemNotaFiscal{itemNumero='20', descricao='cumque', quantidade=3, valorUnitario=82.33, proximo=null}
 ItemNotaFiscal{itemNumero='21', descricao='magni', quantidade=3, valorUnitario=68.53, proximo=null}
 ItemNotaFiscal{itemNumero='22', descricao='quia', quantidade=5, valorUnitario=31.03, proximo=null}
 ItemNotaFiscal{itemNumero='23', descricao='sequi', quantidade=1, valorUnitario=81.82, proximo=null}
 ItemNotaFiscal{itemNumero='24', descricao='alias', quantidade=9, valorUnitario=95.38, proximo=null}
 ItemNotaFiscal{itemNumero='25', descricao='ut', quantidade=5, valorUnitario=71.85, proximo=null}
 ItemNotaFiscal{itemNumero='26', descricao='corporis', quantidade=6, valorUnitario=63.12, proximo=null}
 ItemNotaFiscal{itemNumero='27', descricao='perferendis', quantidade=10, valorUnitario=59.69, proximo=null}
 ItemNotaFiscal{itemNumero='28', descricao='ab', quantidade=3, valorUnitario=89.76, proximo=null}


Nota: 4120
Data: 1969-09-05
Cliente: Santos e Filhos
CPF: 24559418627
Endereco: Favela Rodrigues
Cidade: Santos Grande
Estado: TO
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='nemo', quantidade=10, valorUnitario=79.24, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='impedit', quantidade=1, valorUnitario=17.46, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='facere', quantidade=9, valorUnitario=58.68, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='velit', quantidade=10, valorUnitario=25.92, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='pariatur', quantidade=2, valorUnitario=95.02, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='veniam', quantidade=6, valorUnitario=97.77, proximo=null}
 ItemNotaFiscal{itemNumero='7', descricao='voluptas', quantidade=6, valorUnitario=52.12, proximo=null}
 ItemNotaFiscal{itemNumero='8', descricao='voluptate', quantidade=5, valorUnitario=30.92, proximo=null}
 ItemNotaFiscal{itemNumero='9', descricao='a', quantidade=9, valorUnitario=14.07, proximo=null}
 ItemNotaFiscal{itemNumero='10', descricao='earum', quantidade=5, valorUnitario=85.76, proximo=null}
 ItemNotaFiscal{itemNumero='11', descricao='totam', quantidade=5, valorUnitario=42.46, proximo=null}


Nota: 7391
Data: 1970-11-18
Cliente: Freitas Cardoso Ltda.
CPF: 40748818274
Endereco: P�tio Luana Arag�o, 86
Cidade: Gomes
Estado: RR
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='eveniet', quantidade=9, valorUnitario=80.93, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='harum', quantidade=8, valorUnitario=21.4, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='fugiat', quantidade=1, valorUnitario=84.11, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='iure', quantidade=6, valorUnitario=83.11, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='autem', quantidade=5, valorUnitario=54.61, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='repudiandae', quantidade=3, valorUnitario=28.57, proximo=null}
 ItemNotaFiscal{itemNumero='7', descricao='illo', quantidade=10, valorUnitario=82.28, proximo=null}
 ItemNotaFiscal{itemNumero='8', descricao='quod', quantidade=8, valorUnitario=96.25, proximo=null}
 ItemNotaFiscal{itemNumero='9', descricao='odio', quantidade=8, valorUnitario=81.98, proximo=null}
 ItemNotaFiscal{itemNumero='10', descricao='labore', quantidade=1, valorUnitario=57.37, proximo=null}
 ItemNotaFiscal{itemNumero='11', descricao='id', quantidade=9, valorUnitario=65.23, proximo=null}
 ItemNotaFiscal{itemNumero='12', descricao='magnam', quantidade=1, valorUnitario=60.24, proximo=null}
 ItemNotaFiscal{itemNumero='13', descricao='facilis', quantidade=5, valorUnitario=96.94, proximo=null}
 ItemNotaFiscal{itemNumero='14', descricao='commodi', quantidade=4, valorUnitario=58.71, proximo=null}
 ItemNotaFiscal{itemNumero='15', descricao='eius', quantidade=9, valorUnitario=61.69, proximo=null}
 ItemNotaFiscal{itemNumero='16', descricao='officiis', quantidade=2, valorUnitario=57.11, proximo=null}
 ItemNotaFiscal{itemNumero='17', descricao='doloremque', quantidade=9, valorUnitario=68.65, proximo=null}
 ItemNotaFiscal{itemNumero='18', descricao='repellendus', quantidade=7, valorUnitario=38.13, proximo=null}
 ItemNotaFiscal{itemNumero='19', descricao='esse', quantidade=3, valorUnitario=60.42, proximo=null}
 ItemNotaFiscal{itemNumero='20', descricao='modi', quantidade=8, valorUnitario=93.37, proximo=null}
 ItemNotaFiscal{itemNumero='21', descricao='praesentium', quantidade=8, valorUnitario=91.91, proximo=null}


Nota: 6899
Data: 1971-01-26
Cliente: da Concei��o
CPF: 54704137599
Endereco: Viaduto Rodrigues
Cidade: da Mota
Estado: MA
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='autem', quantidade=4, valorUnitario=85.04, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='magni', quantidade=7, valorUnitario=31.0, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='natus', quantidade=10, valorUnitario=15.36, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='provident', quantidade=2, valorUnitario=32.08, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='sint', quantidade=2, valorUnitario=83.7, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='unde', quantidade=9, valorUnitario=67.31, proximo=null}
 ItemNotaFiscal{itemNumero='7', descricao='magnam', quantidade=1, valorUnitario=38.4, proximo=null}
 ItemNotaFiscal{itemNumero='8', descricao='saepe', quantidade=4, valorUnitario=38.7, proximo=null}
 ItemNotaFiscal{itemNumero='9', descricao='rerum', quantidade=3, valorUnitario=14.43, proximo=null}
 ItemNotaFiscal{itemNumero='10', descricao='ducimus', quantidade=10, valorUnitario=80.65, proximo=null}
 ItemNotaFiscal{itemNumero='11', descricao='qui', quantidade=4, valorUnitario=48.27, proximo=null}
 ItemNotaFiscal{itemNumero='12', descricao='ipsa', quantidade=3, valorUnitario=64.91, proximo=null}
 ItemNotaFiscal{itemNumero='13', descricao='esse', quantidade=1, valorUnitario=52.03, proximo=null}


Nota: 7571
Data: 1971-06-18
Cliente: Barbosa S.A.
CPF: 72731480113
Endereco: Quadra de Pinto, 107
Cidade: Gomes de Ribeiro
Estado: RJ
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='vero', quantidade=9, valorUnitario=52.59, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='similique', quantidade=3, valorUnitario=21.16, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='eligendi', quantidade=10, valorUnitario=39.45, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='atque', quantidade=10, valorUnitario=16.55, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='similique', quantidade=10, valorUnitario=93.74, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='explicabo', quantidade=2, valorUnitario=41.0, proximo=null}
 ItemNotaFiscal{itemNumero='7', descricao='facilis', quantidade=9, valorUnitario=75.88, proximo=null}
 ItemNotaFiscal{itemNumero='8', descricao='quisquam', quantidade=2, valorUnitario=38.69, proximo=null}
 ItemNotaFiscal{itemNumero='9', descricao='quam', quantidade=1, valorUnitario=49.14, proximo=null}
 ItemNotaFiscal{itemNumero='10', descricao='iure', quantidade=8, valorUnitario=98.1, proximo=null}
 ItemNotaFiscal{itemNumero='11', descricao='rem', quantidade=1, valorUnitario=64.33, proximo=null}
 ItemNotaFiscal{itemNumero='12', descricao='dolorum', quantidade=1, valorUnitario=14.0, proximo=null}
 ItemNotaFiscal{itemNumero='13', descricao='hic', quantidade=10, valorUnitario=20.57, proximo=null}
 ItemNotaFiscal{itemNumero='14', descricao='ea', quantidade=7, valorUnitario=70.23, proximo=null}
 ItemNotaFiscal{itemNumero='15', descricao='ratione', quantidade=6, valorUnitario=59.09, proximo=null}
 ItemNotaFiscal{itemNumero='16', descricao='error', quantidade=9, valorUnitario=29.68, proximo=null}
 ItemNotaFiscal{itemNumero='17', descricao='placeat', quantidade=3, valorUnitario=36.22, proximo=null}
 ItemNotaFiscal{itemNumero='18', descricao='consequatur', quantidade=8, valorUnitario=20.99, proximo=null}
 ItemNotaFiscal{itemNumero='19', descricao='laudantium', quantidade=8, valorUnitario=95.77, proximo=null}
 ItemNotaFiscal{itemNumero='20', descricao='pariatur', quantidade=7, valorUnitario=62.52, proximo=null}
 ItemNotaFiscal{itemNumero='21', descricao='odio', quantidade=4, valorUnitario=73.63, proximo=null}
 ItemNotaFiscal{itemNumero='22', descricao='neque', quantidade=10, valorUnitario=19.48, proximo=null}
 ItemNotaFiscal{itemNumero='23', descricao='ex', quantidade=6, valorUnitario=97.68, proximo=null}
 ItemNotaFiscal{itemNumero='24', descricao='sit', quantidade=8, valorUnitario=27.86, proximo=null}
 ItemNotaFiscal{itemNumero='25', descricao='nihil', quantidade=8, valorUnitario=19.27, proximo=null}
 ItemNotaFiscal{itemNumero='26', descricao='ratione', quantidade=4, valorUnitario=34.54, proximo=null}
 ItemNotaFiscal{itemNumero='27', descricao='veritatis', quantidade=10, valorUnitario=60.41, proximo=null}
 ItemNotaFiscal{itemNumero='28', descricao='vero', quantidade=1, valorUnitario=33.74, proximo=null}
 ItemNotaFiscal{itemNumero='29', descricao='dignissimos', quantidade=5, valorUnitario=46.9, proximo=null}


Nota: 4603
Data: 1972-03-07
Cliente: Santos
CPF: 74442753626
Endereco: Rodovia Cardoso, 57
Cidade: Novaes
Estado: AP
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='eos', quantidade=2, valorUnitario=21.77, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='commodi', quantidade=8, valorUnitario=61.32, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='ipsa', quantidade=8, valorUnitario=56.74, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='doloremque', quantidade=7, valorUnitario=26.64, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='veritatis', quantidade=9, valorUnitario=38.01, proximo=null}


Nota: 9265
Data: 1978-01-18
Cliente: Porto - ME
CPF: 89044100641
Endereco: Esta��o Luiz Henrique Nascimento
Cidade: Santos
Estado: AC
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='nesciunt', quantidade=2, valorUnitario=14.55, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='cumque', quantidade=8, valorUnitario=76.09, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='cumque', quantidade=5, valorUnitario=41.38, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='esse', quantidade=7, valorUnitario=46.61, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='in', quantidade=7, valorUnitario=25.21, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='suscipit', quantidade=8, valorUnitario=50.4, proximo=null}
 ItemNotaFiscal{itemNumero='7', descricao='cum', quantidade=5, valorUnitario=98.92, proximo=null}
 ItemNotaFiscal{itemNumero='8', descricao='assumenda', quantidade=1, valorUnitario=87.68, proximo=null}
 ItemNotaFiscal{itemNumero='9', descricao='nobis', quantidade=10, valorUnitario=35.77, proximo=null}
 ItemNotaFiscal{itemNumero='10', descricao='ex', quantidade=3, valorUnitario=63.13, proximo=null}
 ItemNotaFiscal{itemNumero='11', descricao='rerum', quantidade=1, valorUnitario=84.78, proximo=null}
 ItemNotaFiscal{itemNumero='12', descricao='cumque', quantidade=4, valorUnitario=72.22, proximo=null}
 ItemNotaFiscal{itemNumero='13', descricao='vel', quantidade=2, valorUnitario=40.48, proximo=null}
 ItemNotaFiscal{itemNumero='14', descricao='veritatis', quantidade=9, valorUnitario=36.06, proximo=null}
 ItemNotaFiscal{itemNumero='15', descricao='amet', quantidade=7, valorUnitario=51.98, proximo=null}
 ItemNotaFiscal{itemNumero='16', descricao='deleniti', quantidade=3, valorUnitario=14.96, proximo=null}
 ItemNotaFiscal{itemNumero='17', descricao='beatae', quantidade=4, valorUnitario=44.37, proximo=null}
 ItemNotaFiscal{itemNumero='18', descricao='eaque', quantidade=9, valorUnitario=93.9, proximo=null}
 ItemNotaFiscal{itemNumero='19', descricao='neque', quantidade=1, valorUnitario=99.34, proximo=null}
 ItemNotaFiscal{itemNumero='20', descricao='dignissimos', quantidade=1, valorUnitario=77.55, proximo=null}
 ItemNotaFiscal{itemNumero='21', descricao='inventore', quantidade=5, valorUnitario=74.65, proximo=null}
 ItemNotaFiscal{itemNumero='22', descricao='quod', quantidade=8, valorUnitario=86.91, proximo=null}
 ItemNotaFiscal{itemNumero='23', descricao='qui', quantidade=7, valorUnitario=10.51, proximo=null}
 ItemNotaFiscal{itemNumero='24', descricao='expedita', quantidade=7, valorUnitario=77.54, proximo=null}
 ItemNotaFiscal{itemNumero='25', descricao='natus', quantidade=5, valorUnitario=85.17, proximo=null}
 ItemNotaFiscal{itemNumero='26', descricao='atque', quantidade=7, valorUnitario=86.15, proximo=null}
 ItemNotaFiscal{itemNumero='27', descricao='earum', quantidade=9, valorUnitario=74.14, proximo=null}
 ItemNotaFiscal{itemNumero='28', descricao='occaecati', quantidade=2, valorUnitario=57.92, proximo=null}
 ItemNotaFiscal{itemNumero='29', descricao='sed', quantidade=9, valorUnitario=16.67, proximo=null}


Nota: 1394
Data: 1966-02-28
Cliente: Cavalcanti Ltda.
CPF: 41161343428
Endereco: Esplanada Cau� Pires, 445
Cidade: Martins Grande
Estado: DF
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='odit', quantidade=6, valorUnitario=21.3, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='fugit', quantidade=7, valorUnitario=66.97, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='fugit', quantidade=8, valorUnitario=56.45, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='esse', quantidade=5, valorUnitario=67.31, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='voluptatibus', quantidade=5, valorUnitario=12.49, proximo=null}


Nota: 6833
Data: 1979-02-08
Cliente: Rezende S.A.
CPF: 88744727143
Endereco: S�tio Leonardo Novaes, 48
Cidade: da Mata
Estado: AL
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='eum', quantidade=6, valorUnitario=11.8, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='quisquam', quantidade=10, valorUnitario=39.34, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='iste', quantidade=6, valorUnitario=74.01, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='dolore', quantidade=5, valorUnitario=25.81, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='est', quantidade=10, valorUnitario=52.12, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='dolorem', quantidade=6, valorUnitario=59.13, proximo=null}
 ItemNotaFiscal{itemNumero='7', descricao='hic', quantidade=10, valorUnitario=69.35, proximo=null}


Nota: 7896
Data: 1979-11-01
Cliente: Costa
CPF: 78137355409
Endereco: Avenida Moreira, 9
Cidade: da Rocha das Pedras
Estado: AM
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='iste', quantidade=8, valorUnitario=43.19, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='dolorum', quantidade=5, valorUnitario=29.08, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='aut', quantidade=6, valorUnitario=66.5, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='incidunt', quantidade=10, valorUnitario=21.47, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='dolore', quantidade=3, valorUnitario=50.98, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='velit', quantidade=3, valorUnitario=20.42, proximo=null}
 ItemNotaFiscal{itemNumero='7', descricao='unde', quantidade=2, valorUnitario=64.93, proximo=null}
 ItemNotaFiscal{itemNumero='8', descricao='dignissimos', quantidade=4, valorUnitario=33.57, proximo=null}
 ItemNotaFiscal{itemNumero='9', descricao='consequuntur', quantidade=8, valorUnitario=82.12, proximo=null}
 ItemNotaFiscal{itemNumero='10', descricao='tenetur', quantidade=10, valorUnitario=98.06, proximo=null}
 ItemNotaFiscal{itemNumero='11', descricao='sapiente', quantidade=7, valorUnitario=22.58, proximo=null}


Nota: 7440
Data: 1981-01-10
Cliente: Lima S.A.
CPF: 83268279161
Endereco: Trevo Jo�o Gabriel Nogueira, 6
Cidade: Costela de Caldeira
Estado: AC
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='consequuntur', quantidade=10, valorUnitario=70.7, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='quas', quantidade=7, valorUnitario=62.8, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='maiores', quantidade=3, valorUnitario=83.92, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='voluptas', quantidade=5, valorUnitario=64.79, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='unde', quantidade=3, valorUnitario=89.74, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='aspernatur', quantidade=1, valorUnitario=11.13, proximo=null}
 ItemNotaFiscal{itemNumero='7', descricao='tenetur', quantidade=3, valorUnitario=46.8, proximo=null}
 ItemNotaFiscal{itemNumero='8', descricao='itaque', quantidade=4, valorUnitario=52.48, proximo=null}
 ItemNotaFiscal{itemNumero='9', descricao='error', quantidade=6, valorUnitario=98.86, proximo=null}
 ItemNotaFiscal{itemNumero='10', descricao='neque', quantidade=10, valorUnitario=41.36, proximo=null}
 ItemNotaFiscal{itemNumero='11', descricao='assumenda', quantidade=1, valorUnitario=81.2, proximo=null}
 ItemNotaFiscal{itemNumero='12', descricao='molestiae', quantidade=10, valorUnitario=34.79, proximo=null}
 ItemNotaFiscal{itemNumero='13', descricao='doloribus', quantidade=9, valorUnitario=71.06, proximo=null}
 ItemNotaFiscal{itemNumero='14', descricao='qui', quantidade=1, valorUnitario=11.25, proximo=null}
 ItemNotaFiscal{itemNumero='15', descricao='numquam', quantidade=4, valorUnitario=92.63, proximo=null}
 ItemNotaFiscal{itemNumero='16', descricao='tempora', quantidade=7, valorUnitario=26.35, proximo=null}
 ItemNotaFiscal{itemNumero='17', descricao='aperiam', quantidade=8, valorUnitario=81.7, proximo=null}
 ItemNotaFiscal{itemNumero='18', descricao='necessitatibus', quantidade=1, valorUnitario=99.18, proximo=null}
 ItemNotaFiscal{itemNumero='19', descricao='tempora', quantidade=7, valorUnitario=37.33, proximo=null}
 ItemNotaFiscal{itemNumero='20', descricao='laboriosam', quantidade=3, valorUnitario=20.92, proximo=null}
 ItemNotaFiscal{itemNumero='21', descricao='incidunt', quantidade=1, valorUnitario=36.8, proximo=null}
 ItemNotaFiscal{itemNumero='22', descricao='blanditiis', quantidade=5, valorUnitario=94.99, proximo=null}
 ItemNotaFiscal{itemNumero='23', descricao='perspiciatis', quantidade=10, valorUnitario=74.44, proximo=null}
 ItemNotaFiscal{itemNumero='24', descricao='eos', quantidade=4, valorUnitario=54.52, proximo=null}
 ItemNotaFiscal{itemNumero='25', descricao='fuga', quantidade=1, valorUnitario=74.25, proximo=null}
 ItemNotaFiscal{itemNumero='26', descricao='delectus', quantidade=6, valorUnitario=55.16, proximo=null}
 ItemNotaFiscal{itemNumero='27', descricao='occaecati', quantidade=2, valorUnitario=57.91, proximo=null}


Nota: 4138
Data: 1938-10-07
Cliente: Teixeira
CPF: 26445883464
Endereco: Travessa Jo�o Miguel Ferreira, 24
Cidade: Vieira
Estado: AM
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='natus', quantidade=9, valorUnitario=35.48, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='architecto', quantidade=4, valorUnitario=99.29, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='voluptas', quantidade=10, valorUnitario=31.16, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='soluta', quantidade=8, valorUnitario=23.46, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='ex', quantidade=1, valorUnitario=46.03, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='excepturi', quantidade=10, valorUnitario=93.05, proximo=null}


Nota: 8231
Data: 1981-02-02
Cliente: Novaes Lopes S/A
CPF: 61765128504
Endereco: Recanto Luiz Miguel Barros, 29
Cidade: Porto da Mata
Estado: PE
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='veniam', quantidade=9, valorUnitario=86.65, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='possimus', quantidade=10, valorUnitario=63.12, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='quis', quantidade=1, valorUnitario=11.27, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='repudiandae', quantidade=2, valorUnitario=37.02, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='natus', quantidade=9, valorUnitario=20.2, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='neque', quantidade=6, valorUnitario=90.17, proximo=null}
 ItemNotaFiscal{itemNumero='7', descricao='ipsum', quantidade=1, valorUnitario=10.92, proximo=null}
 ItemNotaFiscal{itemNumero='8', descricao='magnam', quantidade=5, valorUnitario=71.57, proximo=null}
 ItemNotaFiscal{itemNumero='9', descricao='distinctio', quantidade=7, valorUnitario=53.59, proximo=null}
 ItemNotaFiscal{itemNumero='10', descricao='blanditiis', quantidade=8, valorUnitario=10.5, proximo=null}


Nota: 8881
Data: 1981-04-05
Cliente: Jesus - EI
CPF: 68682614171
Endereco: S�tio de Rocha
Cidade: da Mota
Estado: MT
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='nostrum', quantidade=2, valorUnitario=56.79, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='quaerat', quantidade=5, valorUnitario=47.03, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='laudantium', quantidade=9, valorUnitario=34.72, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='beatae', quantidade=3, valorUnitario=87.34, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='animi', quantidade=4, valorUnitario=49.25, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='facere', quantidade=8, valorUnitario=88.79, proximo=null}
 ItemNotaFiscal{itemNumero='7', descricao='quidem', quantidade=2, valorUnitario=36.75, proximo=null}


Nota: 2160
Data: 1962-12-30
Cliente: Vieira
CPF: 16150135373
Endereco: Lago de Farias
Cidade: Sales
Estado: RS
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='quasi', quantidade=10, valorUnitario=55.53, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='aliquid', quantidade=8, valorUnitario=49.37, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='ullam', quantidade=9, valorUnitario=99.62, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='porro', quantidade=1, valorUnitario=99.41, proximo=null}


Nota: 9775
Data: 1981-05-29
Cliente: Oliveira Viana S.A.
CPF: 29025094616
Endereco: Lagoa Lopes, 89
Cidade: Pires
Estado: RJ
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='corporis', quantidade=6, valorUnitario=18.7, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='asperiores', quantidade=8, valorUnitario=50.9, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='similique', quantidade=8, valorUnitario=98.68, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='quod', quantidade=8, valorUnitario=96.38, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='laborum', quantidade=2, valorUnitario=71.37, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='doloremque', quantidade=8, valorUnitario=58.06, proximo=null}
